ds,temperature,y
2020-05-07,26.825492636696996,106.84738243875066
2020-05-08,32.53292319903694,99.61708693086298
2020-05-09,31.262754801944354,102.49574102731869
2020-05-10,27.946187504649576,110.2907752817532
2020-05-11,28.010157846420288,109.06015596971224
2020-05-12,28.18259095448027,89.32755486069783
2020-05-13,25.051152883758405,104.25599393998941
2020-05-14,29.29273640919208,113.74584676585474
2020-05-15,25.4574819995697,90.1828178029531
2020-05-16,27.28399614331083,117.68325664441105
2020-05-17,20.467948266592387,92.35719053299508
2020-05-18,24.342964200884612,103.19640674384696
2020-05-19,28.413032183888415,102.49125445483043
2020-05-20,23.310248756501412,110.3407991774427
2020-05-21,27.55345885025491,123.97551095350659
2020-05-22,24.898855766723585,101.41929917045873
2020-05-23,29.25807865934273,120.7811417872106
2020-05-24,29.926677906249775,101.09346674385895
2020-05-25,26.54911538839293,103.71121809831303
2020-05-26,25.83325027355306,94.33947804824652
2020-05-27,25.859031022024542,100.53436002323527
2020-05-28,25.53155831516993,93.91474054119067
2020-05-29,29.02737413439576,105.88905161101174
2020-05-30,32.821894537526674,121.10533741865395
2020-05-31,21.16024052983368,79.41065724660419
2020-06-01,21.927600173395426,84.0071805941669
2020-06-02,28.95223606334678,104.83056923385926
2020-06-03,21.284771296260402,97.66100838098626
2020-06-04,20.44299054034711,105.0778567366483
2020-06-05,30.751302150054435,108.62424758032942
2020-06-06,23.427178743180367,96.53617752446502
2020-06-07,23.343123318132537,93.1128127222948
2020-06-08,22.409411566767997,90.09977610668251
2020-06-09,25.5211018402649,102.29107039364352
2020-06-10,20.21783706546452,86.76391235003065
2020-06-11,28.779290800469283,113.9823366487081
2020-06-12,25.553223794253228,99.57080529358801
2020-06-13,22.97566971405457,100.93429070788254
2020-06-14,21.312011394351646,101.34750873994645
2020-06-15,23.127077572171178,102.30414936143681
2020-06-16,25.76856388155326,95.68353325772877
2020-06-17,30.322549690717977,114.3061339619872
2020-06-18,26.829361825383103,109.40672285157889
2020-06-19,25.173916615615965,98.8745837889644
2020-06-20,22.095866119577938,106.20122613465931
2020-06-21,25.495179689171486,99.89718164399757
2020-06-22,20.58883760657058,87.1025935236392
2020-06-23,22.45364211951771,90.04487152932279
2020-06-24,24.79956955968203,101.96950920199889
2020-06-25,22.93691114637251,101.7867084318964
2020-06-26,18.951288519877043,86.37237452067046
2020-06-27,16.175543171531388,90.77639626316204
2020-06-28,22.106622602615587,109.8939343276904
2020-06-29,20.834131648920053,85.26318845630601
2020-06-30,23.04815370795254,101.71483914069908
2020-07-01,20.259738354176445,101.97744140353909
2020-07-02,18.775179130515312,83.23913621377623
2020-07-03,22.90367490912129,86.01294558842564
2020-07-04,22.558717729208563,99.98546960433968
2020-07-05,13.070286972231772,79.55128668227196
2020-07-06,14.668788393141611,74.10812305510927
2020-07-07,19.444136378560433,93.26444797419336
2020-07-08,18.687696325505513,90.28111917983989
2020-07-09,18.15156307604527,85.10968955406817
2020-07-10,21.01380552552658,96.86790900168494
2020-07-11,24.418425115497833,96.7147109418347
2020-07-12,15.107989742862085,84.86180993151918
2020-07-13,17.83071777323693,65.70253278698114
2020-07-14,17.788646170411145,82.04951698967582
2020-07-15,18.312822882189746,87.21611997571551
2020-07-16,13.858859002083358,68.63619102610463
2020-07-17,18.765634707739864,85.5728939032739
2020-07-18,17.307796295119726,79.7925687016361
2020-07-19,23.149569902078063,96.6982997096439
2020-07-20,18.023361964177887,75.66449100133303
2020-07-21,14.604332512500093,68.71786832301251
2020-07-22,12.052412752666777,65.1500782287158
2020-07-23,16.089028545488848,74.1307337854699
2020-07-24,13.973971567630535,68.83935459379451
2020-07-25,14.793085168367504,78.92164231608592
2020-07-26,16.943397788491627,98.85230252524335
2020-07-27,16.455050008010048,89.76579111445845
2020-07-28,16.176513709748004,69.49257059447525
2020-07-29,19.617720712782184,99.32054767113242
2020-07-30,16.512272002492498,88.339098087739
2020-07-31,23.277713695994212,95.6342005215063
2020-08-01,15.471586640666782,72.03502805101638
2020-08-02,13.618687518923759,90.14632154252783
2020-08-03,10.201419135043668,62.64103963117949
2020-08-04,10.604480973407048,68.5443948960057
2020-08-05,17.124552803405663,97.68838618901405
2020-08-06,16.20907430685609,84.96968262310602
2020-08-07,13.853051299277077,83.5295680711535
2020-08-08,13.310622925105527,76.63365229189152
2020-08-09,11.184339458759442,71.14250211789052
2020-08-10,13.213269114163166,77.46174430641263
2020-08-11,13.94991978995484,88.63129192094172
2020-08-12,7.3953787252978405,65.12567294080884
2020-08-13,15.494940679274816,86.31698108439068
2020-08-14,7.110534323774186,54.00319059449566
2020-08-15,14.078122725477222,82.41044391205996
2020-08-16,12.810068927849509,78.5563159658326
2020-08-17,13.69945307858297,78.48734921767394
2020-08-18,10.758927770448402,81.17269740526382
2020-08-19,17.66821463497248,97.45800992138506
2020-08-20,14.627609165395167,87.78605267089758
2020-08-21,14.267362386485678,79.90367904658792
2020-08-22,11.71435277118869,75.4350907598975
2020-08-23,11.917738384959664,75.81729209407615
2020-08-24,14.695265624675617,86.98935608185704
2020-08-25,15.842072688298412,73.78793173667799
2020-08-26,16.035144862200177,69.19633226672687
2020-08-27,11.597296117654446,82.33196386079598
2020-08-28,11.810849250992948,61.64308798138866
2020-08-29,12.540750079514893,58.621081352395706
2020-08-30,10.67143562188694,83.26398400897573
2020-08-31,9.240783960976819,63.66248397356695
2020-09-01,11.782314369497366,60.01207405686834
2020-09-02,12.619845914062724,84.00960329338561
2020-09-03,12.690539304752061,74.90542688262963
2020-09-04,10.81500011950477,69.0337462289924
2020-09-05,8.992324811468178,66.40740349446696
2020-09-06,12.391751738811115,74.54466377572
2020-09-07,12.027156935304227,76.87067547137728
2020-09-08,7.999952025670657,61.50581198898362
2020-09-09,13.539248477234725,78.75811367376038
2020-09-10,12.910676072337456,75.77645792949373
2020-09-11,10.446787476973334,51.63547125294424
2020-09-12,6.753659116896939,51.85311087217303
2020-09-13,6.820776523527471,55.44153089311271
2020-09-14,11.716186000215293,71.59727880682591
2020-09-15,8.788960407906446,70.92382447569582
2020-09-16,9.498303100791608,83.61270428995316
2020-09-17,6.892151856227377,53.91549214817206
2020-09-18,12.709675246770548,77.54380175956672
2020-09-19,4.528497144389455,63.21279059722196
2020-09-20,10.027724507571358,78.10156956295921
2020-09-21,11.206104171428139,70.7048846438645
2020-09-22,11.949031386595397,76.44379783781027
2020-09-23,11.535618000414255,75.00503080030985
2020-09-24,6.408838580810193,67.86830878591236
2020-09-25,8.811468879802389,72.12071650552014
2020-09-26,7.799811547484342,41.91106547706708
2020-09-27,6.504538751876088,60.751486204450536
2020-09-28,4.730373492939754,61.60795587934974
2020-09-29,11.440274050227657,59.72625799502144
2020-09-30,13.539599321157262,88.68308644703305
2020-10-01,8.285845312206387,63.35430663857695
2020-10-02,12.302050718271445,83.52996279101735
2020-10-03,11.617340393237974,64.48113781070938
2020-10-04,7.303042365455127,63.64894692347171
2020-10-05,9.683305572332108,69.79073434814119
2020-10-06,10.165475976227283,66.12420505808065
2020-10-07,12.27529508477286,68.00495548470661
2020-10-08,10.406924207994825,74.41431479190794
2020-10-09,4.871921954189173,61.766362378428944
2020-10-10,15.619186517513342,78.59061460067657
2020-10-11,11.322290296240718,81.00230516453134
2020-10-12,7.204268732364999,68.12760968662951
2020-10-13,5.609443645484683,58.25120080676941
2020-10-14,7.644498227435642,53.448695196126785
2020-10-15,9.24761736057903,76.4140275483612
2020-10-16,8.305058763186636,67.1588152352968
2020-10-17,8.962809476650069,60.71337913654118
2020-10-18,7.379209291026115,51.10137823390343
2020-10-19,12.155854077002074
2020-10-20,7.398852924682048
2020-10-21,12.218072342832702
2020-10-22,12.698064656256244
2020-10-23,6.213519374651761
2020-10-24,9.373100126634492
2020-10-25,13.58654583213043
2020-10-26,11.403346575425209
2020-10-27,13.602647316021205
2020-10-28,14.331307989763975
2020-10-29,7.778560692006617
2020-10-30,9.93240455204536
2020-10-31,12.193386329850808
2020-11-01,10.561390298897209
2020-11-02,12.492374261831232
2020-11-03,15.980349992138157
2020-11-04,11.072834205232963
2020-11-05,12.423956707159164
2020-11-06,11.484461322804409
2020-11-07,5.7944077468405375
2020-11-08,9.552255217314567
2020-11-09,11.529114381155225
2020-11-10,10.8956760107795
2020-11-11,14.76791123868647
2020-11-12,15.738655050963684
2020-11-13,10.528726087013814
2020-11-14,15.929743905465802
2020-11-15,11.272529406466282
2020-11-16,13.876559001561349
2020-11-17,11.904373726872446
2020-11-18,9.173482077474215
2020-11-19,10.996523888065429
2020-11-20,8.519247184175576
2020-11-21,16.03664152349639
2020-11-22,17.822579560517646
2020-11-23,16.608313617009333
2020-11-24,13.098643688576363
2020-11-25,16.27133466508916
2020-11-26,8.45271153177373
2020-11-27,17.54462141554774
2020-11-28,20.170053541842996
2020-11-29,16.757077420698458
2020-11-30,13.380359196156338
2020-12-01,17.559955379891516
2020-12-02,15.376131050461622
2020-12-03,12.23441622471616
2020-12-04,11.435358237483868
2020-12-05,14.971360310405368
2020-12-06,15.891324847517756
2020-12-07,8.242329574279875
2020-12-08,24.871965777470624
2020-12-09,14.96645076216451
2020-12-10,20.35033355745375
2020-12-11,16.698436599641774
2020-12-12,20.588412980145634
2020-12-13,23.598415120819144
2020-12-14,15.470183827998829
2020-12-15,16.24593061431031
2020-12-16,19.226725154855544
2020-12-17,20.54773835228525
2020-12-18,18.427525018590508
2020-12-19,17.454397492520187
2020-12-20,13.914206686766335
2020-12-21,18.549503397563555
2020-12-22,15.366784537619896
2020-12-23,18.63271224413351
2020-12-24,22.433467892770736
2020-12-25,20.12035160639714
2020-12-26,20.185709867434774
2020-12-27,14.656897003892116
2020-12-28,20.92156745799757
2020-12-29,18.045968085193106
2020-12-30,13.98939645824248

